image_name,image_id,class,class_id,fruit,vegetable,common_name,scientific_name,cultivar,specimen_id,day,storage,temperature_c,humidity_rh,weight_g,weight_loss_pct,diameter_mm,firmness_n,ripeness,ripeness_id,freshness,remaining_shelf_life,day_spoiled,camera,lighting,image_width,image_height,photographer,view,session,relative_path,qc_pass,source_dataset,source_split,label_origin,rsl_is_proxy,split
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_translation_Screen Shot 2018-06-12 at 11.36.24 PM_41b092fbc4.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_translation_Screen Shot 2018-06-12 at 11.36.24 PM_41b092fbc4,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-41b092fbc4,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_translation_Screen Shot 2018-06-12 at 11.36.24 PM_41b092fbc4.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_translation_Screen Shot 2018-06-12 at 11.30.11 PM_21e606fac0.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_translation_Screen Shot 2018-06-12 at 11.30.11 PM_21e606fac0,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-21e606fac0,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_translation_Screen Shot 2018-06-12 at 11.30.11 PM_21e606fac0.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_30_Screen Shot 2018-06-12 at 11.44.54 PM_4cd0097179.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_30_Screen Shot 2018-06-12 at 11.44.54 PM_4cd0097179,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-4cd0097179,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_30_Screen Shot 2018-06-12 at 11.44.54 PM_4cd0097179.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,val
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_60_Screen Shot 2018-06-12 at 11.41.22 PM_1ae272ce23.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_60_Screen Shot 2018-06-12 at 11.41.22 PM_1ae272ce23,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-1ae272ce23,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_60_Screen Shot 2018-06-12 at 11.41.22 PM_1ae272ce23.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_75_Screen Shot 2018-06-12 at 11.21.48 PM_12b464b33e.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_75_Screen Shot 2018-06-12 at 11.21.48 PM_12b464b33e,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-12b464b33e,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_75_Screen Shot 2018-06-12 at 11.21.48 PM_12b464b33e.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_saltandpepper_Screen Shot 2018-06-12 at 11.19.01 PM_20e8328603.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_saltandpepper_Screen Shot 2018-06-12 at 11.19.01 PM_20e8328603,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-20e8328603,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_saltandpepper_Screen Shot 2018-06-12 at 11.19.01 PM_20e8328603.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,test
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_translation_Screen Shot 2018-06-12 at 11.23.13 PM_df141f2a3e.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_translation_Screen Shot 2018-06-12 at 11.23.13 PM_df141f2a3e,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-df141f2a3e,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_translation_Screen Shot 2018-06-12 at 11.23.13 PM_df141f2a3e.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_60_Screen Shot 2018-06-12 at 11.21.17 PM_eed39f9f7a.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_60_Screen Shot 2018-06-12 at 11.21.17 PM_eed39f9f7a,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-eed39f9f7a,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_60_Screen Shot 2018-06-12 at 11.21.17 PM_eed39f9f7a.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,val
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_30_Screen Shot 2018-06-12 at 11.18.34 PM_1f40dc5c95.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_30_Screen Shot 2018-06-12 at 11.18.34 PM_1f40dc5c95,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-1f40dc5c95,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_30_Screen Shot 2018-06-12 at 11.18.34 PM_1f40dc5c95.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_75_Screen Shot 2018-06-12 at 11.25.55 PM_a5b10a7f88.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_75_Screen Shot 2018-06-12 at 11.25.55 PM_a5b10a7f88,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-a5b10a7f88,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_75_Screen Shot 2018-06-12 at 11.25.55 PM_a5b10a7f88.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_60_Screen Shot 2018-06-12 at 11.45.47 PM_c22f870edc.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_60_Screen Shot 2018-06-12 at 11.45.47 PM_c22f870edc,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-c22f870edc,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_60_Screen Shot 2018-06-12 at 11.45.47 PM_c22f870edc.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,test
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_45_Screen Shot 2018-06-12 at 11.21.17 PM_b5577344d1.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_45_Screen Shot 2018-06-12 at 11.21.17 PM_b5577344d1,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-b5577344d1,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_45_Screen Shot 2018-06-12 at 11.21.17 PM_b5577344d1.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_vertical_flip_Screen Shot 2018-06-12 at 11.36.48 PM_69be8ca71e.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_vertical_flip_Screen Shot 2018-06-12 at 11.36.48 PM_69be8ca71e,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-69be8ca71e,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_vertical_flip_Screen Shot 2018-06-12 at 11.36.48 PM_69be8ca71e.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,test
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_75_Screen Shot 2018-06-12 at 11.33.50 PM_908634477d.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_75_Screen Shot 2018-06-12 at 11.33.50 PM_908634477d,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-908634477d,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_75_Screen Shot 2018-06-12 at 11.33.50 PM_908634477d.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_75_Screen Shot 2018-06-12 at 11.33.43 PM_c852d61372.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_75_Screen Shot 2018-06-12 at 11.33.43 PM_c852d61372,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-c852d61372,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_75_Screen Shot 2018-06-12 at 11.33.43 PM_c852d61372.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_saltandpepper_Screen Shot 2018-06-12 at 11.25.07 PM_629b9d9949.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_saltandpepper_Screen Shot 2018-06-12 at 11.25.07 PM_629b9d9949,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-629b9d9949,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_saltandpepper_Screen Shot 2018-06-12 at 11.25.07 PM_629b9d9949.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_60_Screen Shot 2018-06-12 at 11.22.21 PM_9d83f52ecf.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_60_Screen Shot 2018-06-12 at 11.22.21 PM_9d83f52ecf,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-9d83f52ecf,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_60_Screen Shot 2018-06-12 at 11.22.21 PM_9d83f52ecf.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_75_Screen Shot 2018-06-12 at 11.29.21 PM_8de73a718c.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_75_Screen Shot 2018-06-12 at 11.29.21 PM_8de73a718c,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-8de73a718c,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_75_Screen Shot 2018-06-12 at 11.29.21 PM_8de73a718c.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_vertical_flip_Screen Shot 2018-06-12 at 11.42.38 PM_575e71abc0.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_vertical_flip_Screen Shot 2018-06-12 at 11.42.38 PM_575e71abc0,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-575e71abc0,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_vertical_flip_Screen Shot 2018-06-12 at 11.42.38 PM_575e71abc0.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_saltandpepper_Screen Shot 2018-06-12 at 11.31.48 PM_2de0d16609.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_saltandpepper_Screen Shot 2018-06-12 at 11.31.48 PM_2de0d16609,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-2de0d16609,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_saltandpepper_Screen Shot 2018-06-12 at 11.31.48 PM_2de0d16609.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_75_Screen Shot 2018-06-12 at 11.42.05 PM_50fbeed40c.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_75_Screen Shot 2018-06-12 at 11.42.05 PM_50fbeed40c,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-50fbeed40c,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_75_Screen Shot 2018-06-12 at 11.42.05 PM_50fbeed40c.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_translation_Screen Shot 2018-06-12 at 11.30.48 PM_17b0cc762b.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_translation_Screen Shot 2018-06-12 at 11.30.48 PM_17b0cc762b,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-17b0cc762b,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_translation_Screen Shot 2018-06-12 at 11.30.48 PM_17b0cc762b.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_30_Screen Shot 2018-06-12 at 11.43.10 PM_2830078895.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_30_Screen Shot 2018-06-12 at 11.43.10 PM_2830078895,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-2830078895,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_30_Screen Shot 2018-06-12 at 11.43.10 PM_2830078895.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_30_Screen Shot 2018-06-12 at 11.24.51 PM_68001da227.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_30_Screen Shot 2018-06-12 at 11.24.51 PM_68001da227,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-68001da227,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_30_Screen Shot 2018-06-12 at 11.24.51 PM_68001da227.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_30_Screen Shot 2018-06-12 at 11.30.35 PM_a734eb91d7.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_30_Screen Shot 2018-06-12 at 11.30.35 PM_a734eb91d7,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-a734eb91d7,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_30_Screen Shot 2018-06-12 at 11.30.35 PM_a734eb91d7.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_vertical_flip_Screen Shot 2018-06-12 at 11.20.18 PM_6cf1ebdfdf.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_vertical_flip_Screen Shot 2018-06-12 at 11.20.18 PM_6cf1ebdfdf,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-6cf1ebdfdf,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_vertical_flip_Screen Shot 2018-06-12 at 11.20.18 PM_6cf1ebdfdf.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_15_Screen Shot 2018-06-12 at 11.36.42 PM_bb2857e542.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_15_Screen Shot 2018-06-12 at 11.36.42 PM_bb2857e542,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-bb2857e542,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_15_Screen Shot 2018-06-12 at 11.36.42 PM_bb2857e542.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_30_Screen Shot 2018-06-12 at 11.41.04 PM_7128dedb2a.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_30_Screen Shot 2018-06-12 at 11.41.04 PM_7128dedb2a,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-7128dedb2a,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_30_Screen Shot 2018-06-12 at 11.41.04 PM_7128dedb2a.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_30_Screen Shot 2018-06-12 at 11.22.36 PM_ea8c66d2ba.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_30_Screen Shot 2018-06-12 at 11.22.36 PM_ea8c66d2ba,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-ea8c66d2ba,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_30_Screen Shot 2018-06-12 at 11.22.36 PM_ea8c66d2ba.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,val
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_75_Screen Shot 2018-06-12 at 11.40.36 PM_43807d730e.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_75_Screen Shot 2018-06-12 at 11.40.36 PM_43807d730e,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-43807d730e,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_75_Screen Shot 2018-06-12 at 11.40.36 PM_43807d730e.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_Screen Shot 2018-06-12 at 11.42.00 PM_57c70b7083.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_Screen Shot 2018-06-12 at 11.42.00 PM_57c70b7083,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-57c70b7083,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_Screen Shot 2018-06-12 at 11.42.00 PM_57c70b7083.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,val
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_saltandpepper_Screen Shot 2018-06-12 at 11.33.00 PM_e65cc59a91.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_saltandpepper_Screen Shot 2018-06-12 at 11.33.00 PM_e65cc59a91,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-e65cc59a91,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_saltandpepper_Screen Shot 2018-06-12 at 11.33.00 PM_e65cc59a91.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_Screen Shot 2018-06-12 at 11.34.00 PM_12c7cc5411.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_Screen Shot 2018-06-12 at 11.34.00 PM_12c7cc5411,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-12c7cc5411,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_Screen Shot 2018-06-12 at 11.34.00 PM_12c7cc5411.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_translation_Screen Shot 2018-06-12 at 11.42.00 PM_06bc60b66a.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_translation_Screen Shot 2018-06-12 at 11.42.00 PM_06bc60b66a,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-06bc60b66a,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_translation_Screen Shot 2018-06-12 at 11.42.00 PM_06bc60b66a.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,train
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_saltandpepper_Screen Shot 2018-06-12 at 11.19.22 PM_cfeffb4167.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_saltandpepper_Screen Shot 2018-06-12 at 11.19.22 PM_cfeffb4167,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-cfeffb4167,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_saltandpepper_Screen Shot 2018-06-12 at 11.19.22 PM_cfeffb4167.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,val
ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_45_Screen Shot 2018-06-12 at 11.20.52 PM_8bb8e3e391.png,ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_45_Screen Shot 2018-06-12 at 11.20.52 PM_8bb8e3e391,Spoiled,6,Orange,,Orange,Citrus sinensis,unknown_public,ORG-PUB-8bb8e3e391,,unknown,,,,,,,Spoiled,6,Reject,0.0,,public_source,uncontrolled,,,HF_Densu341_FreshRotten,unknown,unknown,images/Fruit/Orange/Spoiled/ORG-PUB_Spoiled_HF_Densu341_FreshRotten_rotated_by_45_Screen Shot 2018-06-12 at 11.20.52 PM_8bb8e3e391.png,TRUE,HF_Densu341_FreshRotten,train,mapped_from_public_annotation,TRUE,val
